Time (msec),Engine Speed (rpm),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),Coolant Temperature (F),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),Engine Load (Calculated) (g/rev),Injector Duty Cycle (%),Ignition Total Timing (degrees),Intake Air Temperature (F),A/F Sensor #1 (AFR),Manifold Relative Pressure (psi),Intake VVT Advance Angle Right (degrees),Atmospheric Pressure (psi),Manifold Absolute Pressure (psi),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),Air Conditioning Switch (On/Off)
76667,705,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.35,17.00,95,14.81,-7.25,0,14.36,7.11,1,0,0
76736,714,-0.78,1.56,13.68,187,0.00,3.46,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76805,700,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76874,702,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76943,705,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
77012,711,-0.78,1.56,13.60,187,0.00,3.46,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
77081,713,-0.78,1.56,13.68,187,0.00,3.46,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
77150,709,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
77218,713,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
77287,708,-0.78,1.56,13.60,187,0.00,3.46,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
77357,718,-0.78,1.56,13.76,187,0.00,3.46,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
77426,713,-0.78,1.56,13.68,187,0.00,3.46,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
77495,717,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
77564,712,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
77633,710,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
77702,719,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
77771,721,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
77840,721,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
77908,728,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.59,-7.40,0,14.36,6.96,1,0,0
77978,719,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.28,1.38,16.50,93,14.59,-7.40,0,14.36,6.96,1,0,0
78047,719,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.59,-7.40,0,14.36,6.96,1,0,0
78119,713,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
78185,710,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
78254,706,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
78323,706,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
78392,699,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
78462,692,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
78530,694,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.59,-7.25,0,14.36,6.96,1,0,0
78599,692,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
78668,687,-0.78,1.56,13.68,187,0.00,3.46,3.53,0.00,0.30,1.32,17.50,93,14.59,-7.25,0,14.36,7.11,1,0,0
78737,692,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
78806,694,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.59,-7.25,0,14.36,7.11,1,0,0
78875,705,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
78944,698,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.59,-7.25,0,14.36,7.11,1,0,0
79013,690,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79082,693,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79151,687,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79220,698,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79289,703,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79358,698,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79427,698,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79496,768,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79565,714,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
79634,714,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
79703,712,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79772,706,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
79841,707,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
79910,717,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
79979,714,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
80048,718,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
80117,709,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
80186,715,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
80255,714,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
80325,716,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
80393,717,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
80463,718,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
80531,714,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
80600,716,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
80670,712,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
80738,724,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
80807,721,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
80876,718,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
80946,713,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81014,708,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
81084,715,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81152,719,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81222,719,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81290,708,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81359,703,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
81429,695,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81497,702,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
81566,708,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
81636,701,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
81708,700,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
81773,702,-0.78,1.56,13.52,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
81842,713,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
81912,712,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
81980,720,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
82050,717,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
82119,716,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.28,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
82187,723,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.28,1.40,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
82256,727,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.28,1.40,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
82326,726,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
82394,732,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
82463,720,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.28,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82533,715,-0.78,1.56,13.60,187,0.00,3.41,3.53,0.00,0.28,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82601,716,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82671,726,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
82739,714,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82809,704,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82877,704,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
82947,702,-0.78,1.56,13.52,187,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
83016,704,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
83084,711,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
83153,716,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
83222,708,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
83291,707,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
83360,706,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
83429,703,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
83499,697,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
83567,696,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83636,690,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83705,700,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83775,703,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83844,710,-0.78,1.56,13.60,187,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83912,706,-0.78,1.56,13.76,187,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
83981,710,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
84051,714,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.28,1.38,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
84120,715,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
84188,716,-1.56,1.56,13.60,187,0.00,3.41,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84257,722,-1.56,1.56,13.68,187,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84327,714,-0.78,1.56,13.68,187,0.00,3.41,3.53,0.00,0.28,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84396,711,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
84464,711,-0.78,1.56,13.76,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84534,706,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
84603,702,-0.78,1.56,13.52,189,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84672,693,-0.78,1.56,13.68,189,0.00,3.43,3.14,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84741,699,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
84810,764,-0.78,1.56,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84879,705,-0.78,1.56,13.60,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
84947,708,-0.78,1.56,13.60,189,0.00,3.41,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85017,701,-0.78,1.56,13.68,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85086,701,-0.78,1.56,13.60,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85155,763,-0.78,1.56,13.68,189,0.00,3.37,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85224,708,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85293,699,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85362,694,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85431,694,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85499,761,-0.78,1.56,13.60,189,0.00,3.39,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85569,706,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85638,705,-0.78,1.56,13.60,189,0.00,3.39,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85707,641,-0.78,1.56,13.76,189,0.00,3.39,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85776,700,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85845,700,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85914,703,-0.78,1.56,13.76,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
85983,707,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
86051,703,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
86120,702,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
86190,701,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
86258,708,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
86328,717,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
86397,712,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86466,708,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86534,704,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86604,698,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86673,709,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86742,714,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86811,715,-1.56,1.56,13.68,189,0.00,3.39,3.53,0.00,0.28,1.37,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
86880,713,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.28,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
86949,704,-1.56,1.56,13.52,189,0.00,3.39,3.14,0.00,0.28,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
87018,710,-1.56,1.56,13.68,189,0.00,3.37,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87087,700,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87156,701,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87226,694,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87294,699,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87363,701,-1.56,1.56,13.76,189,0.00,3.37,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87432,702,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87501,697,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
87570,688,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
87639,688,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
87708,699,-1.56,1.56,13.76,189,0.00,3.39,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
87777,702,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
87846,697,-1.56,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
87915,690,-1.56,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
87984,700,-0.78,1.56,13.68,189,0.00,3.37,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88053,711,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
88122,699,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
88191,698,-0.78,1.56,13.60,189,0.00,3.37,3.14,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88260,689,-0.78,1.56,13.68,189,0.00,3.37,3.14,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
88329,688,-0.78,1.56,13.60,189,0.00,3.37,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88398,685,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88467,689,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88536,688,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88604,674,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.30,1.30,17.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
88674,676,-0.78,1.56,13.52,189,0.00,3.39,3.14,0.00,0.30,1.30,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88743,686,-0.78,1.56,13.68,189,0.00,3.39,3.14,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88812,694,-0.78,1.56,13.60,189,0.00,3.39,3.53,0.00,0.30,1.31,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88881,688,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
88950,681,-0.78,1.56,13.60,189,0.00,3.39,3.53,0.00,0.29,1.31,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
89020,685,-0.78,1.56,13.68,189,0.00,3.39,3.53,0.00,0.29,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
89088,691,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
89157,700,-0.78,1.56,13.60,189,0.00,3.39,3.14,0.00,0.30,1.31,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
