Time (msec),A/F Correction #1 (%),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Fuel Injector #1 Pulse Width (ms),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),CL/OL Fueling* (status),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Closed Loop Fueling Target (2-byte)* (lambda),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Feedback Knock Correction (1-byte)** (degrees),Feedback Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (4-byte)* (ms),IAM (1-byte)** (multiplier),IAM (4-byte)* (multiplier),Primary Open Loop Map Enrichment (4-byte)* (estimated AFR)
517776,0.00,13.76,189,756,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5948,0.5000,0.5000,14.70
517880,0.00,13.84,189,770,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5915,0.5000,0.5000,14.70
517984,0.00,13.76,189,767,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5777,0.5000,0.5000,14.70
518088,0.00,13.76,189,787,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5650,0.5000,0.5000,14.70
518192,0.00,13.76,189,785,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5565,0.5000,0.5000,14.70
518296,0.00,13.68,189,768,0.29,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5430,0.5000,0.5000,14.70
518400,0.00,13.76,189,778,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5408,0.5000,0.5000,14.70
518504,0.00,13.84,189,778,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5393,0.5000,0.5000,14.70
518608,0.00,13.76,189,772,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5395,0.5000,0.5000,14.70
518712,0.00,13.76,189,773,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5360,0.5000,0.5000,14.70
518816,0.00,13.76,189,767,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5383,0.5000,0.5000,14.70
518920,0.00,13.76,189,759,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5420,0.5000,0.5000,14.70
519024,0.00,13.76,189,749,0.30,2.30,3.73,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5483,0.5000,0.5000,14.70
519128,0.00,13.76,189,758,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5560,0.5000,0.5000,14.70
519232,0.00,13.76,189,752,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5585,0.5000,0.5000,14.70
519336,0.00,13.76,189,752,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5643,0.5000,0.5000,14.70
519440,0.00,13.76,189,765,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5702,0.5000,0.5000,14.70
519544,0.00,13.76,189,747,0.29,2.30,3.73,3.53,0.00,8,14.90,1.00,14.69,0.29,0.00,0.00,1.5665,0.5000,0.5000,14.70
519648,0.00,13.84,189,746,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5733,0.5000,0.5000,14.70
519752,0.00,13.76,189,756,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5788,0.5000,0.5000,14.70
519856,0.00,13.76,189,750,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5808,0.5000,0.5000,14.70
519960,0.00,13.68,189,742,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5853,0.5000,0.5000,14.70
520064,0.00,13.76,189,760,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5870,0.5000,0.5000,14.70
520168,0.00,13.84,189,770,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5777,0.5000,0.5000,14.70
520272,0.00,13.76,189,746,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5735,0.5000,0.5000,14.70
520376,0.00,13.60,189,762,0.30,2.30,3.73,3.53,0.00,8,15.00,1.00,14.69,0.29,0.00,0.00,1.5788,0.5000,0.5000,14.70
520480,0.00,13.84,189,764,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5713,0.5000,0.5000,14.70
520584,0.00,13.76,189,749,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5715,0.5000,0.5000,14.70
520688,0.00,13.84,189,752,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5728,0.5000,0.5000,14.70
520792,0.00,13.68,189,764,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5668,0.5000,0.5000,14.70
520896,0.00,13.76,189,756,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5610,0.5000,0.5000,14.70
521000,0.00,13.84,189,762,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5528,0.5000,0.5000,14.70
521104,0.00,13.76,189,750,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5525,0.5000,0.5000,14.70
521208,0.00,13.84,189,743,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5563,0.5000,0.5000,14.70
521312,0.00,13.76,189,731,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5617,0.5000,0.5000,14.70
521415,0.00,13.76,189,748,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5713,0.5000,0.5000,14.70
521520,0.00,13.84,189,750,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5713,0.5000,0.5000,14.70
521624,-0.78,13.68,189,733,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5730,0.5000,0.5000,14.70
521728,-0.78,13.84,189,741,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5745,0.5000,0.5000,14.70
521832,-0.78,13.76,189,746,0.30,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5745,0.5000,0.5000,14.70
521936,-0.78,13.76,189,734,0.30,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5790,0.5000,0.5000,14.70
522040,-0.78,13.76,189,723,0.31,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5870,0.5000,0.5000,14.70
522144,-0.78,13.68,189,740,0.30,2.30,3.68,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5925,0.5000,0.5000,14.70
522248,-0.78,13.84,189,736,0.30,2.30,3.68,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5908,0.5000,0.5000,14.70
522352,-0.78,13.76,189,738,0.30,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5902,0.5000,0.5000,14.70
522456,-0.78,13.84,189,738,0.30,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5840,0.5000,0.5000,14.70
522560,-0.78,13.68,189,762,0.30,2.30,3.68,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5782,0.5000,0.5000,14.70
522665,-0.78,13.68,189,766,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5625,0.5000,0.5000,14.70
522768,-0.78,13.84,189,764,0.29,2.30,3.68,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5520,0.5000,0.5000,14.70
522872,-0.78,13.76,189,787,0.28,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5373,0.5000,0.5000,14.70
522976,-0.78,13.76,189,767,0.28,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5215,0.5000,0.5000,14.70
523080,-0.78,13.76,189,767,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5183,0.5000,0.5000,14.70
523184,-0.78,13.76,189,771,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5165,0.5000,0.5000,14.70
523288,-0.78,13.76,189,754,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5243,0.5000,0.5000,14.70
523392,-0.78,13.76,189,757,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5303,0.5000,0.5000,14.70
523496,-0.78,13.84,189,752,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5283,0.5000,0.5000,14.70
523600,-0.78,13.84,189,746,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5300,0.5000,0.5000,14.70
523705,-0.78,13.68,189,732,0.30,2.30,3.68,3.53,0.00,8,15.00,1.00,14.69,0.28,0.00,0.00,1.5488,0.5000,0.5000,14.70
523808,-0.78,13.76,189,736,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5628,0.5000,0.5000,14.70
523912,-0.78,13.76,189,738,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5717,0.5000,0.5000,14.70
524017,-0.78,13.76,189,738,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5780,0.5000,0.5000,14.70
524121,-0.78,13.76,189,746,0.29,2.30,3.66,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5755,0.5000,0.5000,14.70
524225,-0.78,13.76,189,748,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5697,0.5000,0.5000,14.70
524329,-0.78,13.84,189,756,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5633,0.5000,0.5000,14.70
524433,-0.78,13.76,189,754,0.29,2.30,3.63,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5583,0.5000,0.5000,14.70
524537,-0.78,13.76,189,738,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5530,0.5000,0.5000,14.70
524641,-0.78,13.84,189,754,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5537,0.5000,0.5000,14.70
524745,-0.78,13.76,189,748,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5528,0.5000,0.5000,14.70
524849,-0.78,13.76,189,746,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5553,0.5000,0.5000,14.70
524953,-0.78,13.68,189,742,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5570,0.5000,0.5000,14.70
525056,-0.78,13.84,189,746,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5657,0.5000,0.5000,14.70
525160,-0.78,13.84,189,741,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5690,0.5000,0.5000,14.70
525264,0.00,13.52,189,751,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5705,0.5000,0.5000,14.70
525369,-0.78,13.84,189,760,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5730,0.5000,0.5000,14.70
525473,-0.78,13.68,189,748,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5603,0.5000,0.5000,14.70
525577,-0.78,13.84,189,746,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5608,0.5000,0.5000,14.70
525681,-0.78,13.84,189,754,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5613,0.5000,0.5000,14.70
525784,-0.78,13.68,189,750,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5588,0.5000,0.5000,14.70
525889,-0.78,13.84,189,760,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5525,0.5000,0.5000,14.70
525994,-0.78,13.68,189,767,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5465,0.5000,0.5000,14.70
526097,-0.78,13.76,189,757,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5413,0.5000,0.5000,14.70
526201,-0.78,13.84,189,756,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5390,0.5000,0.5000,14.70
526305,-0.78,13.76,189,752,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5390,0.5000,0.5000,14.70
526409,-0.78,13.76,189,745,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5485,0.5000,0.5000,14.70
526513,-0.78,13.68,189,734,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5548,0.5000,0.5000,14.70
526616,-0.78,13.68,189,726,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5710,0.5000,0.5000,14.70
526721,-0.78,13.84,189,738,0.30,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5740,0.5000,0.5000,14.70
526825,0.00,13.68,189,730,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5785,0.5000,0.5000,14.70
526929,0.00,13.76,189,730,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5868,0.5000,0.5000,14.70
527033,0.00,13.76,189,750,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5842,0.5000,0.5000,14.70
527137,0.00,13.76,189,758,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5762,0.5000,0.5000,14.70
527241,0.00,13.76,189,757,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5688,0.5000,0.5000,14.70
527344,0.00,13.76,189,761,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5590,0.5000,0.5000,14.70
527449,-0.78,13.84,189,756,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
527553,-0.78,13.76,189,744,0.29,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5555,0.5000,0.5000,14.70
527657,-0.78,13.76,189,750,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5585,0.5000,0.5000,14.70
527760,-0.78,13.84,189,760,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5573,0.5000,0.5000,14.70
527865,0.00,13.68,189,757,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5537,0.5000,0.5000,14.70
527969,0.00,13.84,189,754,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
528073,0.00,13.76,189,754,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5537,0.5000,0.5000,14.70
528177,-0.78,13.76,189,758,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5535,0.5000,0.5000,14.70
528281,-0.78,13.76,189,758,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5493,0.5000,0.5000,14.70
528385,-0.78,13.76,189,756,0.30,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5530,0.5000,0.5000,14.70
528489,-0.78,13.84,189,750,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5563,0.5000,0.5000,14.70
528594,-0.78,13.76,189,747,0.30,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5603,0.5000,0.5000,14.70
528698,-0.78,13.68,189,753,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5610,0.5000,0.5000,14.70
528802,-0.78,13.76,189,760,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5555,0.5000,0.5000,14.70
528906,-0.78,13.68,189,752,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5535,0.5000,0.5000,14.70
529009,-0.78,13.84,189,748,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5555,0.5000,0.5000,14.70
529113,-0.78,13.84,189,753,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5553,0.5000,0.5000,14.70
529217,-0.78,13.68,189,752,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
529321,-0.78,13.76,189,756,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5495,0.5000,0.5000,14.70
529425,-0.78,13.76,189,772,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5430,0.5000,0.5000,14.70
529529,-0.78,13.84,189,760,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5343,0.5000,0.5000,14.70
529634,-0.78,13.84,189,758,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5437,0.5000,0.5000,14.70
529738,-0.78,13.76,189,764,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5355,0.5000,0.5000,14.70
529843,-0.78,13.76,189,762,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5330,0.5000,0.5000,14.70
529945,-0.78,13.76,189,748,0.30,2.30,3.71,3.53,0.00,8,14.60,1.00,14.69,0.28,0.00,0.00,1.5385,0.5000,0.5000,14.70
530050,-0.78,13.76,189,761,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5453,0.5000,0.5000,14.70
530154,-0.78,13.84,189,762,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5497,0.5000,0.5000,14.70
530258,-0.78,13.76,189,738,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5457,0.5000,0.5000,14.70
530361,-0.78,13.76,189,748,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
530465,-0.78,13.68,189,748,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5563,0.5000,0.5000,14.70
530570,-0.78,13.68,189,744,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5603,0.5000,0.5000,14.70
530673,-0.78,13.84,189,751,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5600,0.5000,0.5000,14.70
530778,-0.78,13.76,189,769,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
530881,-0.78,13.76,189,758,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5448,0.5000,0.5000,14.70
530986,-0.78,13.68,189,748,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5475,0.5000,0.5000,14.70
531089,-0.78,13.84,189,768,0.29,2.30,3.68,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5435,0.5000,0.5000,14.70
531194,-0.78,13.84,189,763,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5360,0.5000,0.5000,14.70
531298,-0.78,13.76,189,751,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5393,0.5000,0.5000,14.70
531402,-0.78,13.68,189,764,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5448,0.5000,0.5000,14.70
531506,-0.78,13.76,189,758,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5517,0.5000,0.5000,14.70
531610,-0.78,13.68,189,760,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5415,0.5000,0.5000,14.70
531714,-0.78,13.84,189,777,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5350,0.5000,0.5000,14.70
531817,-0.78,13.84,189,772,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5250,0.5000,0.5000,14.70
531922,-0.78,13.76,189,751,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5303,0.5000,0.5000,14.70
532026,-0.78,13.76,189,754,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5343,0.5000,0.5000,14.70
532129,-0.78,13.76,189,757,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5335,0.5000,0.5000,14.70
532234,-0.78,13.76,189,756,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5373,0.5000,0.5000,14.70
532338,-0.78,13.76,189,749,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5393,0.5000,0.5000,14.70
532442,-0.78,13.76,189,769,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5395,0.5000,0.5000,14.70
532546,-0.78,13.68,189,753,0.29,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5373,0.5000,0.5000,14.70
532650,-0.78,13.76,189,758,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5388,0.5000,0.5000,14.70
532754,-0.78,13.76,189,771,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5360,0.5000,0.5000,14.70
532858,-0.78,13.76,189,762,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5340,0.5000,0.5000,14.70
532962,-0.78,13.84,189,757,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5335,0.5000,0.5000,14.70
533066,-0.78,13.76,189,756,0.29,2.30,3.68,3.53,0.00,8,14.90,1.00,14.69,0.28,0.00,0.00,1.5348,0.5000,0.5000,14.70
533170,-0.78,13.76,189,762,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5363,0.5000,0.5000,14.70
533274,-0.78,13.76,189,745,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5370,0.5000,0.5000,14.70
533378,-0.78,13.68,189,749,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5415,0.5000,0.5000,14.70
533482,-0.78,13.84,189,755,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5440,0.5000,0.5000,14.70
533586,-0.78,13.68,189,742,0.30,2.30,3.71,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5497,0.5000,0.5000,14.70
533690,-0.78,13.76,189,749,0.30,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5560,0.5000,0.5000,14.70
533794,-0.78,13.76,189,762,0.29,2.30,3.68,3.53,0.00,8,14.90,1.00,14.69,0.29,0.00,0.00,1.5540,0.5000,0.5000,14.70
533898,-0.78,13.60,189,762,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5477,0.5000,0.5000,14.70
534002,-0.78,13.84,189,763,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5400,0.5000,0.5000,14.70
534106,-0.78,13.76,189,775,0.28,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5353,0.5000,0.5000,14.70
534210,-0.78,13.68,189,760,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5285,0.5000,0.5000,14.70
534314,-0.78,13.76,189,761,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5265,0.5000,0.5000,14.70
534418,-0.78,13.68,189,768,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5290,0.5000,0.5000,14.70
534521,-0.78,13.76,189,750,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5295,0.5000,0.5000,14.70
534626,-0.78,13.76,189,761,0.29,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5345,0.5000,0.5000,14.70
534730,-0.78,13.76,189,758,0.30,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5375,0.5000,0.5000,14.70
534835,-0.78,13.76,189,749,0.29,2.30,3.68,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5443,0.5000,0.5000,14.70
534938,-0.78,13.76,189,749,0.29,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5450,0.5000,0.5000,14.70
535042,-0.78,13.76,189,745,0.30,2.30,3.71,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5550,0.5000,0.5000,14.70
535146,-0.78,13.84,189,746,0.30,2.30,3.68,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5645,0.5000,0.5000,14.70
