Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Feedback Knock Correction (4-byte)* (degrees),Gear (Calculated)* (position),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Final Fueling Base (4-byte)* (lambda),Ignition Total Timing (degrees)
161647,23.44,0.00,3,13.68,192,2122,0.5000,15.77,14.50,14.36,8,14.58,0.45,0.46,0.00,2,106,17,0.00,15,10.30,14.51,0.99,40.00
161751,23.44,0.00,3,13.44,192,2127,0.5000,15.84,14.40,14.36,8,14.58,0.45,0.44,0.00,2,106,18,0.00,15,10.30,14.51,0.99,40.50
161855,23.44,0.00,3,13.52,192,2116,0.5000,15.77,14.60,14.36,8,14.58,0.45,0.45,0.00,2,106,18,0.00,15,10.16,14.51,0.99,40.00
161959,22.66,0.00,3,13.68,192,2138,0.5000,15.70,14.50,14.36,8,14.58,0.44,0.44,0.00,2,106,18,0.00,15,10.16,14.51,0.99,40.00
162063,23.44,0.00,3,13.68,192,2152,0.5000,15.84,14.40,14.36,8,14.58,0.44,0.44,0.00,2,106,18,0.00,15,10.16,14.51,0.99,40.00
162167,23.44,0.00,3,13.60,192,2146,0.5000,15.84,14.50,14.36,8,14.58,0.44,0.44,0.00,2,106,19,0.00,15,10.16,14.51,0.99,40.00
162271,23.44,0.00,3,13.52,192,2152,0.5000,15.84,14.40,14.36,8,14.58,0.44,0.44,0.00,2,106,19,0.00,15,10.01,14.51,0.99,40.00
162375,23.44,0.00,3,13.52,192,2128,0.5000,15.57,14.60,14.36,8,14.58,0.44,0.44,0.00,2,106,20,0.00,15,10.01,14.51,0.99,40.00
162479,23.44,0.00,3,13.60,192,1960,0.5000,15.77,14.50,14.36,8,14.57,0.46,0.47,0.00,2,106,20,0.00,15,10.30,14.51,0.99,25.00
162583,23.44,0.00,3,13.52,192,1876,0.5000,15.57,14.40,14.36,8,14.57,0.48,0.50,0.00,2,106,20,0.00,15,10.59,14.51,0.99,31.00
162687,22.66,0.00,3,13.60,192,1837,0.5000,15.38,14.30,14.36,8,14.57,0.49,0.50,0.00,2,106,21,0.00,16,10.74,14.51,0.99,39.50
162791,21.09,0.00,3,13.44,192,1801,0.5000,15.20,14.20,14.36,8,14.57,0.50,0.51,0.00,2,106,21,0.00,16,10.88,14.51,0.99,39.50
162895,20.31,0.00,3,13.52,192,1770,0.5000,14.97,14.10,14.36,8,14.57,0.50,0.50,0.00,2,106,22,0.00,16,11.03,14.51,0.99,39.50
162999,18.75,0.00,3,13.52,192,1774,0.5000,14.97,14.10,14.36,8,14.58,0.51,0.51,0.00,2,106,22,0.00,16,11.03,14.51,0.99,39.50
163103,17.97,0.00,3,13.68,192,1778,0.5000,15.02,14.10,14.36,8,14.58,0.51,0.50,0.00,3,106,22,0.00,16,11.17,14.51,0.99,40.00
163207,17.19,0.00,3,13.60,192,1782,0.5000,15.08,14.00,14.36,8,14.58,0.51,0.50,0.00,3,106,22,0.00,16,11.03,14.51,0.99,39.50
163311,16.41,0.00,3,13.44,192,1785,0.5000,14.97,14.10,14.36,8,14.58,0.50,0.50,0.00,3,106,22,0.00,16,11.17,14.51,0.99,39.50
163415,16.41,0.00,3,13.52,192,1805,0.5000,15.08,14.10,14.36,8,14.58,0.50,0.51,0.00,3,106,21,0.00,16,11.03,14.51,0.99,39.50
163520,15.62,0.00,3,13.52,192,1810,0.5000,15.14,14.30,14.36,8,14.58,0.50,0.51,0.00,3,106,18,0.00,16,11.03,14.51,0.99,39.50
163623,16.41,0.00,3,13.68,192,1812,0.5000,15.08,14.40,14.36,8,14.58,0.50,0.50,0.00,3,106,14,0.00,16,10.88,14.12,0.99,39.50
163727,16.41,0.00,3,13.60,192,1810,0.5000,14.91,14.50,14.36,8,14.58,0.50,0.50,0.00,3,106,10,0.00,16,10.88,14.12,0.99,39.50
163831,16.41,0.00,3,13.44,192,1796,0.5000,14.97,14.60,14.36,8,14.57,0.50,0.49,0.00,3,106,6,0.00,16,10.74,14.12,0.99,39.50
163936,16.41,0.00,3,13.52,192,1798,0.5000,14.97,14.40,14.36,8,14.57,0.50,0.49,0.00,3,106,4,0.00,16,10.88,13.73,0.99,39.50
164039,15.62,0.00,3,13.52,192,1798,0.5000,14.85,14.40,14.36,8,14.57,0.50,0.49,0.00,3,106,3,0.00,16,10.74,13.73,0.99,39.50
164143,15.62,0.00,3,13.60,192,1799,0.5000,14.73,14.40,14.36,8,14.57,0.49,0.49,0.00,3,106,1,0.00,16,10.74,13.73,0.99,39.50
164247,14.84,0.00,3,13.52,192,1810,0.5000,14.55,14.30,14.36,8,14.57,0.49,0.48,0.00,3,106,0,0.00,16,10.59,13.33,0.99,39.00
164352,14.06,0.00,3,13.60,192,1807,0.5000,14.67,14.30,14.36,8,14.57,0.49,0.49,0.00,3,106,0,0.00,16,10.45,13.33,0.99,39.00
164455,13.28,0.00,3,13.60,192,1804,0.5000,14.67,14.30,14.36,8,14.57,0.49,0.49,0.00,3,106,0,0.00,16,10.45,13.33,0.99,39.00
164560,13.28,0.00,3,13.52,192,1799,0.5000,14.20,14.20,14.36,8,14.57,0.48,0.47,0.00,3,106,0,0.00,16,10.16,11.76,0.99,39.00
164663,11.72,0.00,3,13.60,192,1773,0.5000,12.38,14.40,14.36,8,14.57,0.45,0.41,0.00,3,106,0,0.00,16,9.14,8.63,1.06,37.50
164768,8.59,0.00,3,13.52,192,1707,0.5000,10.93,13.90,14.36,8,14.57,0.41,0.38,0.00,3,106,0,0.00,16,8.13,7.84,1.00,35.00
164871,3.12,0.00,3,13.52,192,1657,0.5000,10.24,13.30,14.36,8,14.57,0.39,0.37,0.00,3,106,0,0.00,16,7.69,7.84,1.00,33.00
164975,-0.78,0.00,2,13.60,192,1628,0.5000,9.93,12.90,14.36,8,14.57,0.38,0.37,0.00,3,106,0,0.00,16,7.40,7.06,1.00,32.00
165080,-2.34,0.00,2,13.44,192,1600,0.5000,8.43,12.80,14.36,8,14.57,0.35,0.31,0.00,3,106,0,0.00,16,6.82,5.88,1.07,29.50
165183,-4.69,0.00,2,13.68,192,1565,0.5000,7.75,12.70,14.36,8,14.58,0.32,0.29,0.00,3,106,0,0.00,16,6.38,5.49,1.00,26.00
165287,-7.81,0.00,2,13.52,192,1558,0.5000,7.52,12.60,14.36,8,14.58,0.31,0.29,0.00,3,106,0,0.00,16,6.09,5.49,1.00,24.00
165391,-10.16,0.00,2,13.60,192,1517,0.5000,7.36,12.50,14.36,8,14.58,0.30,0.29,0.00,3,106,0,0.00,16,5.95,5.49,1.00,22.00
165495,0.00,0.00,2,13.68,192,1457,0.5000,7.25,12.30,14.36,8,14.58,0.30,0.30,0.00,3,106,0,0.00,16,5.95,5.49,1.00,19.00
165599,0.00,0.00,2,13.36,192,1441,0.5000,7.15,12.70,14.36,10,14.59,0.30,0.30,0.00,3,106,0,0.00,16,5.95,5.49,1.00,18.50
165704,0.00,0.00,2,13.60,192,1420,0.5000,7.00,12.80,14.36,10,14.59,0.29,0.29,0.00,3,106,0,0.00,16,5.80,5.49,0.99,18.00
165808,0.00,0.00,2,13.60,192,1355,0.5000,6.93,13.60,14.36,10,14.59,0.30,0.31,0.00,3,106,0,0.00,16,5.66,5.49,1.00,18.00
165911,0.00,0.00,2,13.60,192,1286,0.5000,6.85,14.70,14.36,10,14.60,0.30,0.32,0.00,3,106,0,0.00,16,5.80,5.10,1.00,17.50
166015,0.00,0.00,2,13.68,192,1241,0.5000,6.75,15.80,14.36,10,14.60,0.31,0.32,0.00,3,106,0,0.00,16,5.80,5.10,1.00,17.00
166120,0.00,0.00,2,13.60,192,1209,0.5000,6.49,16.50,14.36,10,14.60,0.31,0.32,0.00,3,106,0,0.00,16,5.80,4.71,1.00,17.00
166224,0.00,0.00,2,13.52,192,1168,0.5000,6.42,19.20,14.36,10,14.61,0.32,0.32,0.00,3,106,0,0.00,16,5.95,4.71,1.00,17.00
166328,0.00,0.00,2,13.60,192,1149,0.5000,6.31,22.60,14.36,10,14.61,0.32,0.32,0.00,3,106,0,0.00,16,6.09,4.71,1.00,17.00
166432,0.00,0.00,2,13.60,192,1130,0.5000,6.24,28.10,14.36,10,14.61,0.32,0.32,0.00,3,106,0,0.00,16,6.09,4.71,1.00,17.00
166535,0.00,0.00,2,13.52,192,1128,0.5000,6.17,34.30,14.36,10,14.62,0.32,0.33,0.00,3,106,0,0.00,16,6.09,4.71,1.00,17.00
166639,0.00,0.00,2,13.68,192,1109,0.5000,6.01,47.80,14.36,10,14.62,0.32,0.33,0.00,3,106,0,0.00,16,6.09,4.71,1.00,17.00
166744,0.00,0.00,2,13.60,192,1092,0.5000,5.98,56.90,14.36,10,14.63,0.32,0.33,0.00,3,106,0,0.00,16,6.24,4.71,1.00,17.00
166848,0.00,0.00,2,13.60,192,1076,0.5000,5.95,68.80,14.36,10,14.63,0.33,0.33,0.00,3,106,0,0.00,16,6.24,4.71,1.00,17.00
166951,0.00,0.00,2,13.68,192,1056,0.5000,5.88,83.10,14.36,10,14.63,0.33,0.33,0.00,3,106,0,0.00,16,6.24,4.71,1.00,22.00
167056,0.00,0.00,2,13.68,192,1044,0.5000,5.82,83.10,14.36,10,14.64,0.33,0.33,0.00,3,106,0,0.00,16,6.38,4.71,1.00,22.00
167160,0.00,0.00,2,13.68,192,1033,0.5000,5.82,94.00,14.36,10,14.64,0.33,0.33,0.00,3,106,0,0.00,16,6.38,4.71,1.00,22.00
167264,0.00,0.00,2,13.44,192,1035,0.5000,5.75,96.00,14.36,10,14.64,0.33,0.33,0.00,3,106,0,0.00,16,6.38,4.71,1.00,22.00
167368,0.00,0.00,2,13.60,192,1022,0.5000,5.72,96.00,14.36,10,14.64,0.33,0.34,0.00,3,106,0,0.00,16,6.53,4.71,1.00,22.00
167472,0.00,0.00,2,13.60,192,1003,0.5000,5.69,96.00,14.36,10,14.65,0.33,0.34,0.00,3,106,0,0.00,16,6.53,4.71,1.00,22.00
167576,0.00,0.00,2,13.68,192,992,0.5000,5.66,96.00,14.36,10,14.65,0.33,0.34,0.00,3,106,0,0.00,16,6.67,4.71,1.00,22.00
167680,0.00,0.00,2,13.68,192,992,0.5000,5.62,96.00,14.36,10,14.65,0.33,0.34,0.00,3,106,0,0.00,16,6.67,4.71,1.00,22.00
167784,0.00,0.00,2,13.52,192,983,0.5000,5.66,96.00,14.36,10,14.65,0.34,0.35,0.00,3,106,0,0.00,16,6.82,4.71,1.00,22.00
167888,0.00,0.00,2,13.68,192,961,0.5000,5.69,96.00,14.36,10,14.66,0.34,0.35,0.00,3,106,0,0.00,16,6.96,5.10,1.00,22.00
167991,0.00,0.00,2,13.60,192,961,0.5000,5.69,96.00,14.36,10,14.66,0.34,0.36,0.00,3,106,0,0.00,16,6.96,4.71,1.00,22.00
168096,0.00,0.00,2,13.68,192,947,0.5000,5.62,96.00,14.36,10,14.66,0.35,0.36,0.00,3,106,0,0.00,16,7.11,4.71,1.00,22.00
168200,0.00,0.00,2,13.68,192,926,0.5000,5.62,99.90,14.36,10,14.66,0.35,0.36,0.00,3,106,0,0.00,16,7.25,4.71,1.00,22.00
168304,0.00,0.00,1,13.52,192,926,0.5000,5.56,99.90,14.36,10,14.66,0.35,0.36,0.00,3,106,0,0.00,16,7.25,4.71,1.00,22.00
168408,0.00,0.00,1,13.52,192,910,0.5000,5.50,99.90,14.36,10,14.67,0.35,0.36,0.00,3,106,0,0.00,16,7.25,4.71,1.00,22.00
168512,0.00,0.00,1,13.60,192,908,0.5000,5.43,99.90,14.36,10,14.67,0.35,0.36,0.00,3,106,0,0.00,16,7.40,4.71,1.00,22.00
168616,0.00,0.78,1,12.80,192,883,0.5000,5.37,99.90,14.36,10,14.67,0.35,0.36,0.00,3,106,0,0.00,16,7.40,4.71,1.00,22.00
168720,0.00,0.78,1,13.28,192,1016,0.5000,5.37,99.90,14.36,10,14.67,0.35,0.33,0.00,3,106,0,0.00,16,7.55,4.71,1.06,22.00
168824,0.00,0.78,1,13.60,192,1216,0.5000,5.30,99.90,14.36,10,14.63,0.32,0.27,0.00,3,106,0,0.00,16,7.11,4.71,1.11,17.00
168928,0.00,0.78,1,13.68,192,1320,0.5000,5.24,99.90,14.36,10,14.60,0.29,0.24,0.00,3,106,0,0.00,16,6.67,4.71,1.09,17.50
169031,0.00,0.78,1,13.44,192,1361,0.5000,5.24,95.70,14.36,10,14.59,0.26,0.23,0.00,3,106,0,0.00,16,6.24,4.71,1.00,18.00
169136,0.00,3.12,1,13.60,192,1346,0.5000,5.43,45.40,14.36,10,14.59,0.25,0.24,0.00,3,106,0,0.00,16,5.95,5.10,1.00,17.50
169240,0.00,3.12,1,13.68,192,1343,0.5000,5.56,26.40,14.36,10,14.59,0.25,0.25,0.00,3,106,0,0.00,16,5.80,5.10,1.00,17.50
169344,0.00,3.12,1,13.36,192,1328,0.5000,5.53,21.80,14.36,10,14.59,0.25,0.25,0.00,3,106,0,0.00,16,5.80,5.10,1.00,17.50
169448,0.00,3.12,1,13.52,192,1315,0.5000,5.56,19.60,14.36,10,14.60,0.25,0.25,0.00,3,106,0,0.00,16,5.66,5.10,1.00,17.50
169552,0.00,3.12,1,13.44,192,1283,0.5000,5.53,18.20,14.36,10,14.60,0.25,0.26,0.00,3,106,0,0.00,16,5.66,5.10,1.00,17.50
169656,0.00,3.12,1,13.60,192,1267,0.5000,5.50,16.60,14.36,10,14.60,0.25,0.26,0.00,3,106,0,0.00,16,5.66,4.71,1.00,17.50
169760,-0.78,3.12,1,13.60,192,1252,0.5000,5.43,15.90,14.36,8,14.60,0.26,0.26,0.00,3,106,0,0.00,16,5.51,4.71,1.00,17.50
169864,-1.56,3.12,1,13.68,192,1232,0.5000,5.37,14.90,14.36,8,14.60,0.26,0.26,0.00,3,106,0,0.00,16,5.51,4.71,1.00,17.00
169968,-1.56,3.12,1,13.60,192,1211,0.5000,5.34,15.70,14.36,8,14.60,0.26,0.26,0.00,3,106,0,0.00,16,5.51,4.71,1.00,17.00
170072,-3.12,3.12,1,13.44,192,1185,0.5000,5.30,14.20,14.36,8,14.60,0.26,0.27,0.00,3,106,0,0.00,16,5.66,4.71,1.00,17.00
170176,-3.91,3.12,1,13.60,192,1165,0.5000,5.27,14.30,14.36,8,14.61,0.26,0.27,0.00,3,106,0,0.00,16,5.66,4.71,1.00,17.00
170280,-5.47,3.12,1,13.60,192,1152,0.5000,5.24,14.10,14.36,8,14.61,0.27,0.27,0.00,3,106,0,0.00,16,5.80,4.71,1.00,17.00
170384,-6.25,3.12,1,13.60,192,1124,0.5000,5.11,13.90,14.36,8,14.62,0.27,0.27,0.00,3,106,0,0.00,16,5.80,4.71,1.00,17.00
170488,-7.03,3.12,1,13.68,192,1102,0.5000,5.08,13.80,14.36,8,14.62,0.27,0.28,0.00,3,106,0,0.00,16,5.80,4.71,1.00,17.00
170592,-8.59,3.12,1,13.52,192,1079,0.5000,5.05,13.60,14.36,8,14.63,0.27,0.28,0.00,3,106,0,0.00,16,5.80,4.71,1.00,17.00
170696,-9.38,3.12,1,13.60,192,1062,0.5000,5.05,13.50,14.36,8,14.63,0.28,0.28,0.00,3,106,0,0.00,16,5.95,4.71,1.00,22.00
170800,-10.16,3.12,1,13.68,192,1047,0.5000,5.02,13.50,14.36,8,14.64,0.28,0.29,0.00,3,106,0,0.00,16,5.95,4.71,1.00,22.00
170904,-10.94,3.12,1,13.68,192,1031,0.5000,4.99,13.40,14.36,8,14.64,0.28,0.29,0.00,3,106,0,0.00,16,6.09,4.71,1.00,22.00
171008,-11.72,3.12,1,13.68,192,1016,0.5000,4.96,13.40,14.36,8,14.64,0.28,0.29,0.00,3,106,0,0.00,16,6.09,4.71,1.00,22.00
171112,-12.50,3.12,1,13.60,192,996,0.5000,4.93,13.40,14.36,8,14.65,0.29,0.30,0.00,3,106,0,0.00,16,6.24,4.71,1.00,22.00
171216,-12.50,3.12,1,13.44,192,980,0.5000,4.96,13.40,14.36,8,14.65,0.29,0.31,0.00,3,106,0,0.00,16,6.38,4.71,1.00,22.00
171320,-13.28,3.12,1,13.68,192,968,0.5000,5.05,13.50,14.36,8,14.66,0.30,0.31,0.00,3,106,0,0.00,16,6.53,5.10,1.00,22.00
171424,-13.28,3.12,1,13.68,192,952,0.5000,5.11,13.60,14.36,8,14.66,0.31,0.32,0.00,3,106,0,0.00,16,6.67,5.10,1.00,22.00
171528,-14.06,3.12,1,13.36,192,926,0.5000,5.15,13.60,14.36,8,14.66,0.31,0.33,0.00,3,106,0,0.00,16,6.82,4.71,1.00,22.00
171632,-14.06,3.12,1,13.60,192,921,0.5000,5.11,13.70,14.36,8,14.66,0.32,0.33,0.00,3,106,0,0.00,16,6.96,4.71,1.00,22.00
171736,-14.06,3.12,1,13.60,192,904,0.5000,5.05,13.80,14.36,8,14.67,0.32,0.34,0.00,3,106,0,0.00,16,7.11,4.71,1.00,22.00
171840,-14.06,3.12,1,13.60,192,912,0.5000,4.93,13.90,14.36,8,14.67,0.32,0.32,0.00,3,106,0,0.00,16,7.11,4.71,1.00,22.00
171944,-14.06,3.12,1,13.68,192,957,0.5000,4.87,14.00,14.36,8,14.66,0.32,0.31,0.00,3,106,0,0.00,16,7.11,4.71,1.00,22.00
172048,-13.28,3.12,1,13.52,192,986,0.5000,4.87,14.20,14.36,8,14.66,0.31,0.30,0.00,3,106,0,0.00,16,7.11,4.71,1.00,17.50
172152,-13.28,3.12,1,13.52,192,1011,0.5000,4.84,14.40,14.36,8,14.65,0.30,0.29,0.00,3,106,0,0.00,16,6.96,4.71,1.00,17.00
172256,-13.28,3.12,1,13.52,192,1038,0.5000,4.87,14.40,14.36,8,14.64,0.29,0.28,0.00,3,106,0,0.00,16,6.82,4.71,1.00,16.50
172360,-13.28,3.12,1,13.52,192,1053,0.5000,4.99,14.50,14.36,8,14.64,0.29,0.29,0.00,3,106,0,0.00,16,6.82,5.10,1.00,15.00
172464,-13.28,3.12,1,13.60,192,1022,0.5000,5.05,14.50,14.36,8,14.64,0.29,0.30,0.00,3,106,0,0.00,16,6.67,4.71,1.00,15.50
172568,-12.50,3.12,1,13.60,192,1012,0.5000,4.96,14.30,14.36,8,14.64,0.29,0.29,0.00,3,106,0,0.00,16,6.67,4.71,1.00,16.50
172672,-11.72,3.12,1,13.68,192,1008,0.5000,4.81,15.00,14.36,8,14.65,0.29,0.29,0.00,3,106,0,0.00,16,6.53,4.71,1.00,17.00
172776,-10.94,3.12,1,13.68,192,968,0.5000,4.75,14.80,14.36,8,14.65,0.29,0.29,0.00,3,106,0,0.00,16,6.53,4.71,1.00,17.50
172880,-10.94,3.12,1,13.52,192,964,0.5000,4.84,15.00,14.36,8,14.66,0.29,0.30,0.00,2,106,0,0.00,16,6.67,4.71,1.00,18.50
172984,-10.94,3.12,1,13.68,192,964,0.5000,4.90,15.20,14.36,8,14.66,0.30,0.30,0.00,2,106,0,0.00,16,6.82,4.71,1.00,19.00
173088,-10.94,3.12,1,13.68,192,976,0.5000,4.93,15.20,14.36,8,14.65,0.30,0.31,0.00,2,106,0,0.00,16,6.96,5.10,1.00,18.50
173192,-10.94,3.12,1,13.68,192,968,0.5000,4.93,15.10,14.36,8,14.65,0.30,0.31,0.00,2,106,0,0.00,16,6.96,4.71,1.00,17.00
173296,-10.94,3.12,1,13.68,192,963,0.5000,4.93,15.10,14.36,8,14.66,0.30,0.30,0.00,2,106,0,0.00,16,6.96,5.88,1.00,18.00
173400,-10.16,3.12,1,13.60,192,980,0.5000,5.56,15.00,14.36,8,14.65,0.31,0.36,0.00,2,106,0,0.00,16,7.25,7.06,0.89,20.00
173504,-9.38,3.12,2,13.60,192,988,0.5000,6.43,15.00,14.36,8,14.65,0.34,0.40,0.00,2,106,0,0.00,16,8.13,7.84,0.87,21.50
173608,-8.59,2.34,2,13.60,192,1043,0.5000,6.94,15.00,14.36,8,14.65,0.37,0.40,0.00,2,106,0,0.00,16,8.71,7.84,0.99,22.50
173712,-5.47,2.34,2,13.68,192,1098,0.5000,7.09,15.00,14.36,8,14.63,0.38,0.39,0.00,2,106,0,0.00,16,9.00,7.84,0.99,23.50
173816,0.00,2.34,2,13.68,192,1106,0.5000,7.06,15.40,14.36,8,14.63,0.38,0.38,0.00,2,106,0,0.00,16,9.00,7.06,0.99,24.50
173920,3.91,2.34,2,13.52,192,1134,0.5000,6.81,15.90,14.36,8,14.62,0.37,0.35,0.00,2,106,0,0.00,16,8.85,7.06,0.99,24.50
174025,7.03,2.34,2,13.68,192,1168,0.5000,6.75,16.40,14.36,8,14.62,0.36,0.35,0.00,2,106,0,0.00,16,8.71,7.84,0.99,24.50
174129,7.03,2.34,2,13.60,192,1193,0.5000,7.26,16.60,14.36,8,14.61,0.37,0.37,0.00,2,106,0,0.00,16,8.85,7.84,0.99,25.00
174233,7.81,0.00,2,13.68,192,1206,0.5000,7.42,16.40,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.85,7.84,0.99,25.00
174337,8.59,0.00,2,13.76,192,1216,0.5000,7.50,16.10,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.71,7.84,0.99,25.50
174440,10.16,0.00,2,13.60,192,1224,0.5000,7.51,15.80,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.71,7.84,0.99,25.50
174545,12.50,0.00,2,13.60,192,1258,0.5000,7.60,15.70,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.56,7.84,0.99,26.00
174649,13.28,0.00,2,13.76,192,1272,0.5000,7.69,15.60,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.56,7.84,0.99,26.00
174753,12.50,0.00,2,13.68,192,1266,0.5000,7.70,15.50,14.36,8,14.60,0.37,0.36,0.00,2,106,0,0.00,16,8.42,7.84,0.99,26.00
174857,12.50,0.00,2,13.68,192,1269,0.5000,7.79,15.10,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.42,7.45,0.99,26.00
174961,11.72,0.00,2,13.60,192,1267,0.5000,7.77,15.10,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.27,7.45,0.99,26.50
175064,10.94,0.00,2,13.44,192,1274,0.5000,7.74,14.00,14.36,8,14.60,0.37,0.37,0.00,2,106,0,0.00,16,8.27,7.45,0.99,26.00
175169,10.94,0.00,2,13.60,192,1276,0.5000,7.67,14.40,14.36,8,14.60,0.36,0.36,0.00,2,106,0,0.00,16,8.13,7.45,1.00,26.00
175273,9.38,0.00,2,13.60,192,1270,0.5000,7.69,14.40,14.36,8,14.60,0.36,0.36,0.00,2,106,0,0.00,16,8.13,7.45,1.00,26.00
175377,8.59,0.00,2,13.68,192,1270,0.5000,7.61,14.20,14.36,8,14.60,0.36,0.36,0.00,2,106,0,0.00,16,7.98,7.06,1.00,26.00
175481,7.81,0.00,2,13.60,192,1273,0.5000,7.55,14.10,14.36,8,14.60,0.36,0.36,0.00,2,106,0,0.00,16,7.98,7.06,1.00,26.00
175585,7.03,0.00,2,13.68,192,1284,0.5000,7.48,14.10,14.36,8,14.60,0.35,0.35,0.00,2,106,0,0.00,16,7.84,7.06,1.00,26.00
175689,5.47,0.00,2,13.52,192,1279,0.5000,7.46,14.10,14.36,8,14.60,0.35,0.35,0.00,2,106,0,0.00,16,7.69,7.06,1.00,26.00
175793,4.69,0.00,2,13.52,192,1255,0.5000,7.44,14.00,14.36,8,14.60,0.35,0.35,0.00,2,106,0,0.00,16,7.69,7.06,1.00,25.50
175897,3.91,0.00,2,13.68,192,1260,0.5000,7.49,14.00,14.36,8,14.60,0.35,0.35,0.00,2,106,0,0.00,16,7.69,7.06,1.00,25.50
176002,3.12,0.00,2,13.60,192,1269,0.5000,7.50,14.00,14.36,8,14.60,0.35,0.36,0.00,2,106,0,0.00,16,7.69,7.06,1.00,26.00
176105,2.34,0.00,2,13.60,192,1301,0.5000,7.51,14.10,14.36,8,14.60,0.35,0.35,0.00,2,106,0,0.00,16,7.69,7.06,1.00,26.00
176209,2.34,0.00,2,13.52,192,1312,0.5000,7.52,14.10,14.36,8,14.60,0.35,0.34,0.00,2,106,0,0.00,16,7.69,7.06,1.00,26.00
176313,2.34,0.00,2,13.68,192,1306,0.5000,7.57,14.20,14.36,8,14.60,0.35,0.34,0.00,2,106,0,0.00,16,7.69,7.45,1.00,26.00
176417,2.34,0.00,2,13.60,192,1320,0.5000,7.81,14.30,14.36,8,14.60,0.35,0.36,0.00,2,106,0,0.00,16,7.69,7.45,1.00,26.50
176521,1.56,0.00,2,13.68,192,1326,0.5000,8.08,14.30,14.36,8,14.60,0.36,0.37,0.00,2,106,0,0.00,16,7.84,7.45,1.00,26.50
176624,2.34,0.00,2,13.44,192,1331,0.5000,8.18,14.40,14.36,8,14.59,0.36,0.36,0.00,2,106,0,0.00,16,7.84,6.67,1.00,27.00
176729,3.12,0.00,2,13.52,192,1338,0.5000,7.47,14.50,14.36,8,14.59,0.35,0.33,0.00,2,106,0,0.00,16,7.55,6.67,1.00,27.00
176833,3.12,0.00,2,13.60,192,1344,0.5000,7.41,14.50,14.36,8,14.59,0.34,0.33,0.00,2,106,0,0.00,16,7.40,7.06,1.00,26.50
176937,1.56,0.00,2,13.60,192,1336,0.5000,7.57,15.10,14.36,8,14.59,0.34,0.34,0.00,2,106,0,0.00,16,7.40,7.06,1.00,26.00
177041,0.00,0.00,2,13.68,192,1340,0.5000,7.66,14.40,14.36,8,14.59,0.34,0.35,0.00,2,106,0,0.00,16,7.40,7.45,1.00,26.50
177145,-0.78,0.00,2,13.60,192,1367,0.5000,7.91,14.20,14.36,8,14.59,0.34,0.35,0.00,2,106,0,0.00,16,7.40,7.45,1.00,27.00
177249,0.00,0.00,2,13.52,192,1369,0.5000,8.13,14.10,14.36,8,14.59,0.35,0.36,0.00,2,106,0,0.00,16,7.55,7.84,1.00,27.00
177353,0.00,0.00,2,13.60,192,1399,0.5000,8.35,14.30,14.36,8,14.59,0.35,0.36,0.00,2,106,0,0.00,16,7.69,7.84,1.00,27.50
177457,0.78,0.00,2,13.68,192,1409,0.5000,8.38,14.30,14.36,8,14.59,0.36,0.36,0.00,2,106,0,0.00,16,7.84,7.84,0.99,28.00
177561,2.34,0.00,2,13.68,192,1410,0.5000,8.45,15.30,14.36,8,14.59,0.36,0.36,0.00,2,106,0,0.00,16,7.84,7.84,0.99,28.00
177665,3.12,0.00,2,13.60,192,1441,0.5000,8.46,15.00,14.36,8,14.59,0.36,0.35,0.00,2,106,0,0.00,16,7.84,7.84,0.99,28.00
177769,2.34,0.00,2,13.36,192,1435,0.5000,8.54,14.80,14.36,8,14.59,0.36,0.36,0.00,2,106,0,0.00,16,7.84,7.84,0.99,28.00
177873,3.12,0.00,2,13.68,192,1452,0.5000,8.70,14.80,14.36,8,14.59,0.36,0.36,0.00,2,106,0,0.00,16,7.98,9.02,0.99,28.50
177977,3.12,0.00,2,13.60,192,1467,0.5000,9.79,14.80,14.36,8,14.59,0.38,0.41,0.00,2,106,0,0.00,16,8.42,9.80,0.99,29.00
178081,3.91,0.00,3,13.60,192,1488,0.5000,10.34,14.70,14.36,8,14.58,0.40,0.41,0.00,2,106,0,0.00,16,8.85,9.80,0.99,30.00
178185,7.81,0.00,3,13.44,192,1542,0.5000,10.42,15.20,14.36,8,14.58,0.40,0.41,0.00,2,106,0,0.00,16,9.14,9.80,0.99,31.00
