Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
402575,-3.91,0.78,14.51,8,14.55,185,0.45,1938,0.00,39.50,95,9,0.00,15,8.42,14.47,10.20,14.00,0.00,1,39.57,9.70,0.5000
402677,-3.12,0.78,14.51,8,14.55,185,0.45,1935,0.00,39.50,95,9,0.00,15,8.42,14.76,10.20,14.30,0.00,1,39.65,9.55,0.5000
402779,-2.34,0.78,14.51,8,14.55,185,0.46,1924,0.00,39.50,95,10,0.00,15,8.42,13.85,9.80,14.50,0.00,1,39.56,9.11,0.5000
402881,-1.56,0.78,14.51,8,14.54,185,0.44,1922,0.00,39.00,95,11,0.00,15,8.13,15.09,9.41,14.40,0.00,1,38.77,8.24,0.5000
402983,-2.34,0.78,14.51,8,14.54,185,0.42,1927,0.00,37.50,95,11,0.00,15,7.69,11.71,8.24,14.80,0.00,1,36.73,7.81,0.5000
403085,-3.12,0.78,14.51,8,14.54,185,0.39,1910,0.00,36.00,95,12,0.00,15,7.40,11.55,8.24,14.50,0.00,1,35.77,7.66,0.5000
403187,-4.69,0.78,14.51,8,14.53,185,0.37,1885,0.00,35.50,95,12,0.00,15,7.25,11.28,8.24,14.50,0.00,1,35.38,7.66,0.5000
403289,-4.69,0.78,14.51,8,14.53,185,0.36,1879,0.00,35.00,95,12,0.00,15,6.96,10.65,8.24,14.20,0.00,1,35.13,7.22,0.5000
403391,-3.91,0.78,14.51,8,14.53,185,0.35,1891,0.00,34.50,95,13,0.00,15,6.67,8.88,6.67,14.40,0.00,1,32.66,6.18,0.5000
403493,-3.91,0.00,14.51,8,14.54,185,0.32,1858,0.00,30.50,95,13,0.00,15,5.95,8.19,5.88,14.40,0.00,1,29.72,5.63,0.5000
403595,-4.69,0.00,14.51,8,14.55,185,0.29,1840,0.00,28.00,95,14,0.00,15,5.66,8.01,5.88,14.40,0.00,1,27.60,5.63,0.5000
403698,-5.47,0.00,14.51,8,14.56,185,0.28,1812,0.00,26.50,95,14,0.00,15,5.51,8.01,5.88,14.40,0.00,1,25.95,5.63,0.5000
403799,0.00,0.00,14.51,8,14.56,185,0.27,1785,0.00,24.50,95,15,0.00,15,5.51,7.87,5.88,14.10,0.00,1,24.01,5.63,0.5000
403901,0.00,0.00,14.51,10,14.57,185,0.27,1732,0.00,22.50,95,15,0.00,15,5.37,7.83,5.88,13.90,0.00,1,22.25,5.63,0.5000
404003,0.00,0.00,14.51,10,14.57,185,0.27,1710,0.00,22.00,95,16,0.00,15,5.37,7.61,5.88,14.00,0.00,1,21.92,5.33,0.5000
404105,0.00,0.00,14.51,10,14.57,185,0.27,1702,0.00,22.00,95,16,0.00,15,5.37,7.47,5.49,14.30,0.00,1,21.43,5.33,0.5000
404208,0.00,0.00,14.51,10,14.57,185,0.27,1612,0.00,20.50,95,17,0.00,15,5.37,7.43,5.49,15.90,0.00,1,20.34,5.33,0.5000
404310,0.00,0.00,14.51,10,14.58,185,0.27,1550,0.00,20.00,95,17,0.00,15,5.51,7.23,5.49,17.20,0.00,1,19.60,5.19,0.5000
404412,0.00,0.00,14.51,10,14.58,185,0.28,1530,0.00,19.50,95,17,0.00,15,5.66,7.23,5.49,19.60,0.00,1,19.15,5.04,0.5000
404514,0.00,0.00,14.51,10,14.58,185,0.28,1497,0.00,19.00,95,18,0.00,15,5.66,7.13,5.49,23.20,0.00,1,19.84,5.04,0.5000
404616,0.00,0.00,14.51,10,14.58,185,0.28,1558,0.00,21.50,95,18,0.00,15,5.95,5.18,5.49,29.60,0.00,1,23.49,5.95,0.5000
404718,0.00,0.00,14.51,10,14.57,185,0.28,1726,0.00,27.50,95,18,0.00,15,6.24,8.54,7.45,36.70,0.00,1,29.13,7.22,0.5000
404820,0.00,0.00,14.51,10,14.56,185,0.29,1790,0.00,31.00,95,18,0.00,15,6.38,9.20,7.84,34.40,0.00,1,31.33,7.51,0.5000
404922,0.00,0.00,14.51,10,14.56,185,0.30,1816,0.00,32.00,95,19,0.00,15,6.53,9.55,8.24,34.40,0.00,1,32.05,7.66,0.5000
405024,0.00,0.00,14.51,10,14.56,185,0.31,1828,0.00,32.50,95,19,0.00,15,6.67,9.89,8.24,20.50,0.00,1,32.51,7.81,0.5000
405126,0.00,0.00,14.51,10,14.56,185,0.32,1824,0.00,32.50,95,19,0.00,15,6.82,10.01,8.24,16.20,0.00,1,32.78,7.81,0.5000
405227,0.00,0.00,14.51,10,14.56,185,0.33,1815,0.00,32.50,95,20,0.00,15,6.82,9.89,8.24,15.10,0.00,1,32.86,7.66,0.5000
405330,0.00,0.00,14.51,10,14.56,185,0.33,1814,0.00,33.00,95,20,0.00,15,6.82,9.73,7.84,17.10,0.00,1,32.80,7.51,0.5000
405432,-1.56,0.00,14.51,8,14.56,185,0.32,1809,0.00,33.00,95,21,0.00,15,6.82,9.62,7.84,14.20,0.00,1,32.64,7.51,0.5000
405534,-3.12,0.00,14.51,8,14.56,185,0.32,1803,0.00,32.50,95,21,0.00,15,6.82,9.76,7.84,14.20,0.00,1,32.62,7.66,0.5000
405635,-2.34,0.00,14.51,8,14.56,185,0.32,1809,0.00,32.50,95,22,0.00,15,6.82,9.55,7.84,14.20,0.00,1,32.68,7.66,0.5000
405738,-2.34,0.00,14.51,8,14.56,185,0.32,1813,0.00,32.50,95,22,0.00,15,6.82,9.55,7.84,14.20,0.00,1,32.61,7.51,0.5000
405840,-2.34,0.00,14.51,8,14.56,185,0.32,1803,0.00,32.50,95,22,0.00,15,6.82,9.46,7.84,14.40,0.00,1,32.10,7.37,0.5000
405942,-2.34,0.00,14.51,8,14.56,185,0.32,1810,0.00,32.00,95,23,0.00,15,6.82,9.64,7.84,14.40,0.00,1,32.22,7.37,0.5000
406044,-3.12,0.00,14.51,8,14.56,185,0.32,1795,0.00,32.00,95,23,0.00,15,6.82,9.43,7.84,14.30,0.00,1,31.90,7.37,0.5000
406145,-3.12,0.00,14.51,8,14.56,185,0.32,1796,0.00,32.00,95,24,0.00,15,6.82,9.49,7.84,14.30,0.00,1,32.13,7.66,0.5000
406248,-3.12,0.00,14.51,8,14.56,185,0.32,1792,0.00,32.00,95,24,0.00,15,6.96,9.75,8.24,14.30,0.00,1,32.19,7.66,0.5000
406349,-2.34,0.00,14.51,8,14.56,185,0.32,1796,0.00,32.00,95,24,0.00,15,7.11,10.17,8.24,14.50,0.00,1,32.41,8.10,0.5000
406452,-0.78,0.78,14.51,8,14.56,185,0.33,1802,0.00,32.50,95,22,0.00,15,7.40,10.53,8.63,14.40,0.00,1,32.66,8.53,0.5000
406553,2.34,0.78,14.51,8,14.56,185,0.34,1821,0.00,33.00,95,15,0.00,15,7.55,11.52,9.41,14.70,0.00,1,33.50,8.97,0.5000
406656,7.81,0.78,14.51,8,14.56,185,0.36,1832,0.00,34.50,95,7,0.00,15,7.69,11.89,9.41,15.30,0.00,1,34.80,9.11,0.5000
406758,11.72,0.78,14.51,8,14.56,185,0.37,1850,0.00,35.00,95,2,0.00,15,7.69,12.09,9.41,15.90,0.00,1,35.29,9.11,0.5000
406860,10.94,0.78,14.51,8,14.56,185,0.38,1857,0.00,35.50,95,0,0.00,15,7.69,12.21,9.41,16.00,0.00,1,35.61,8.97,0.5000
406962,8.59,0.78,14.51,8,14.56,185,0.39,1870,0.00,35.50,95,0,0.00,15,7.69,12.12,9.41,15.40,0.00,1,35.34,9.11,0.5000
407064,7.81,0.78,14.51,8,14.56,185,0.39,1874,0.00,35.50,95,0,0.00,15,7.84,13.04,10.20,14.40,0.00,1,35.68,9.69,0.5000
407166,7.03,0.78,14.51,8,14.57,185,0.40,1882,0.00,36.00,95,0,0.00,15,8.13,13.77,10.59,14.20,0.00,1,36.62,9.98,0.5000
407268,7.81,0.78,14.51,8,14.57,185,0.42,1880,0.00,37.50,95,0,0.00,15,8.27,13.62,10.59,14.40,0.00,1,37.64,9.98,0.5000
407370,8.59,0.78,14.51,8,14.57,185,0.43,1887,0.00,37.50,95,0,0.00,15,8.42,13.75,10.59,14.50,0.00,1,38.02,10.13,0.5000
407472,7.81,0.78,14.51,8,14.56,185,0.43,1905,0.00,38.00,95,0,0.00,15,8.56,14.16,10.98,14.60,0.00,1,38.24,10.71,0.5000
407574,7.81,0.78,14.51,8,14.56,185,0.44,1917,0.00,38.50,95,0,0.00,15,8.85,14.80,11.76,14.50,0.00,1,39.14,11.15,0.5000
407676,9.38,0.78,14.51,8,14.55,185,0.45,1912,0.00,39.00,95,0,0.00,15,9.00,14.88,11.76,14.40,0.00,1,39.92,11.15,0.5000
407778,10.16,0.78,14.51,8,14.55,185,0.46,1918,0.00,40.00,95,0,0.00,15,9.14,14.94,11.76,15.10,0.00,1,40.37,11.15,0.5000
407880,10.16,0.78,14.51,8,14.55,185,0.47,1940,0.00,40.00,95,0,0.00,15,9.14,15.38,11.76,14.80,0.00,1,40.36,11.15,0.5000
407982,10.16,0.78,14.51,8,14.55,185,0.47,1944,0.00,40.00,95,0,0.00,15,9.14,15.09,11.37,15.00,0.00,1,40.42,11.00,0.5000
408084,9.38,0.78,14.51,8,14.55,185,0.47,1931,0.00,40.50,95,0,0.00,15,9.14,15.31,11.37,14.50,0.00,1,40.69,11.00,0.5000
408186,8.59,0.78,14.51,8,14.55,185,0.47,1930,0.00,40.00,95,0,0.00,15,9.00,14.43,10.98,14.50,0.00,1,40.38,10.28,0.5000
408288,7.81,0.78,14.51,8,14.55,185,0.46,1941,0.00,39.50,95,0,0.00,15,8.71,13.20,10.20,14.40,0.00,1,39.22,9.58,0.5000
408389,6.25,0.78,14.51,8,14.54,185,0.43,1909,0.00,38.00,95,0,0.00,15,8.13,10.97,8.63,14.20,0.00,1,37.17,7.51,0.5000
408492,3.91,0.78,14.51,8,14.53,185,0.39,1879,0.00,36.00,95,0,0.00,15,7.40,9.52,7.45,14.00,0.00,1,35.19,6.79,0.5000
408594,3.12,0.00,14.51,8,14.53,185,0.34,1853,0.00,34.00,95,0,0.00,15,6.53,8.50,6.67,14.00,0.00,1,33.55,6.06,0.5000
408696,3.12,0.00,14.51,8,14.54,185,0.31,1840,0.00,32.00,95,0,0.00,15,5.95,8.37,6.27,14.00,0.00,1,31.96,6.06,0.5000
408798,2.34,0.00,14.51,8,14.55,185,0.29,1822,0.00,31.50,95,0,0.00,15,5.66,8.07,6.27,14.00,0.00,1,31.25,6.21,0.5000
408901,1.56,0.00,14.51,8,14.56,185,0.28,1819,0.00,31.00,95,0,0.00,15,5.51,8.21,6.67,14.10,0.00,1,30.91,6.20,0.5000
409002,-0.78,0.00,14.51,8,14.56,185,0.27,1808,0.00,31.00,95,0,0.00,15,5.51,8.23,6.67,13.90,0.00,1,30.83,6.35,0.5000
409104,-2.34,0.00,14.51,8,14.56,185,0.27,1806,0.00,30.50,95,0,0.00,15,5.51,8.29,6.67,13.50,0.00,1,30.75,6.35,0.5000
409206,-3.91,0.00,14.51,8,14.56,185,0.27,1810,0.00,31.00,95,0,0.00,15,5.51,7.98,6.67,13.20,0.00,1,30.77,6.35,0.5000
409308,-4.69,0.00,14.51,8,14.57,185,0.27,1804,0.00,30.50,95,0,0.00,15,5.51,8.09,6.67,13.20,0.00,1,30.59,6.35,0.5000
409410,-5.47,0.00,14.51,8,14.57,185,0.27,1774,0.00,30.50,95,0,0.00,15,5.51,8.14,6.67,13.30,0.00,1,30.40,6.35,0.5000
409512,-7.03,0.00,14.51,8,14.56,185,0.27,1772,0.00,30.50,95,0,0.00,15,5.51,8.38,6.67,13.50,0.00,1,30.70,6.79,0.5000
409614,-7.03,0.00,14.51,8,14.56,185,0.28,1774,0.00,31.00,95,0,0.00,15,5.66,8.62,7.06,13.70,0.00,1,30.97,6.79,0.5000
409716,-7.03,0.00,14.51,8,14.56,185,0.28,1772,0.00,31.00,95,0,0.00,15,5.80,9.17,7.45,14.00,0.00,1,31.23,7.22,0.5000
409818,-5.47,0.00,14.51,8,14.56,185,0.30,1785,0.00,31.50,95,0,0.00,15,6.09,9.83,8.24,14.10,0.00,1,31.88,7.80,0.5000
409920,-4.69,0.00,14.51,8,14.56,185,0.32,1799,0.00,32.50,95,0,0.00,15,6.53,10.78,9.02,14.20,0.00,1,32.89,8.68,0.5000
410022,-0.78,0.78,14.51,8,14.56,185,0.34,1814,0.00,33.50,95,0,0.00,15,7.11,11.36,9.41,15.20,0.00,1,33.74,8.82,0.5000
410124,3.91,0.78,14.51,8,14.56,185,0.35,1837,0.00,34.50,95,0,0.00,15,7.25,11.38,9.41,15.20,0.00,1,34.52,8.97,0.5000
410226,6.25,0.78,14.51,8,14.56,185,0.36,1866,0.00,35.00,95,0,0.00,15,7.40,11.22,9.41,15.90,0.00,1,34.74,8.82,0.5000
410328,7.03,0.78,14.51,8,14.56,185,0.37,1870,0.00,34.50,95,0,0.00,15,7.40,11.51,9.02,15.70,0.00,1,34.79,8.68,0.5000
410430,6.25,0.78,14.51,8,14.56,185,0.37,1873,0.00,35.00,95,0,0.00,15,7.40,11.34,9.02,15.20,0.00,1,34.79,8.68,0.5000
410532,6.25,0.78,14.51,8,14.56,185,0.37,1857,0.00,35.00,95,0,0.00,15,7.55,11.46,9.02,14.90,0.00,1,35.07,8.68,0.5000
410634,6.25,0.78,14.51,8,14.56,185,0.37,1858,0.00,35.00,95,0,0.00,15,7.40,11.65,9.02,15.00,0.00,1,35.03,8.68,0.5000
410736,7.03,0.78,14.51,8,14.56,185,0.37,1853,0.00,35.00,95,1,0.00,15,7.55,11.49,9.02,14.60,0.00,1,35.12,8.68,0.5000
410838,7.03,0.78,14.51,8,14.56,185,0.37,1864,0.00,35.00,95,1,0.00,15,7.55,11.34,9.02,14.50,0.00,1,34.83,8.67,0.5000
410940,7.03,0.78,14.51,8,14.55,185,0.37,1884,0.00,35.00,95,1,0.00,15,7.55,11.62,9.02,14.60,0.00,1,35.04,8.83,0.5000
411042,7.03,0.78,14.51,8,14.54,185,0.37,1888,0.00,35.00,95,1,0.00,15,7.55,11.63,9.02,14.40,0.00,1,35.10,8.67,0.5000
411144,7.81,0.78,14.51,8,14.54,185,0.37,1875,0.00,35.50,95,2,0.00,15,7.55,11.57,9.02,14.80,0.00,1,35.33,8.82,0.5000
411246,8.59,0.78,14.51,8,14.54,185,0.37,1870,0.00,35.00,95,2,0.00,15,7.55,12.03,9.41,14.70,0.00,1,35.22,8.82,0.5000
411348,8.59,0.78,14.51,8,14.54,185,0.37,1869,0.00,35.50,95,2,0.00,15,7.55,12.14,9.41,14.80,0.00,1,35.41,8.82,0.5000
411450,8.59,0.78,14.51,8,14.54,185,0.38,1887,0.00,35.50,95,3,0.00,15,7.55,11.71,9.41,14.80,0.00,1,35.39,8.83,0.5000
411552,8.59,0.78,14.51,8,14.54,185,0.38,1892,0.00,35.50,95,3,0.00,15,7.55,11.72,9.02,14.70,0.00,1,35.34,8.68,0.5000
411654,8.59,0.78,14.51,8,14.54,185,0.37,1879,0.00,35.50,95,3,0.00,15,7.55,11.75,9.41,14.60,0.00,1,35.61,8.68,0.5000
411756,9.38,0.78,14.51,8,14.53,185,0.37,1878,0.00,35.50,95,4,0.00,15,7.55,11.76,9.02,14.50,0.00,1,35.61,8.68,0.5000
411858,9.38,0.78,14.51,8,14.53,185,0.38,1893,0.00,35.50,95,4,0.00,15,7.55,11.61,9.02,14.80,0.00,1,35.36,8.68,0.5000
411960,10.16,0.78,14.51,8,14.53,185,0.37,1892,0.00,35.50,95,4,0.00,15,7.69,12.07,9.02,14.50,0.00,1,35.46,8.68,0.5000
412062,10.16,0.78,14.51,8,14.53,185,0.38,1896,0.00,35.50,95,5,0.00,15,7.69,11.79,9.02,14.70,0.00,1,35.56,8.68,0.5000
412164,10.94,0.78,14.51,8,14.53,185,0.38,1888,0.00,36.00,95,5,0.00,15,7.69,11.88,9.02,14.70,0.00,1,35.75,8.68,0.5000
412266,10.94,0.78,14.51,8,14.53,185,0.37,1890,0.00,35.50,95,6,0.00,15,7.69,11.70,9.41,14.80,0.00,1,35.78,8.83,0.5000
412368,10.94,0.78,14.51,8,14.53,185,0.37,1904,0.00,35.50,95,6,0.00,15,7.69,11.97,9.41,14.60,0.00,1,35.46,8.68,0.5000
412470,10.94,0.78,14.51,8,14.54,185,0.38,1904,0.00,35.50,95,6,0.00,15,7.69,11.98,9.02,14.50,0.00,1,35.58,8.68,0.5000
412572,10.94,0.78,14.51,8,14.54,185,0.38,1885,0.00,35.50,95,6,0.00,15,7.69,11.80,9.41,14.50,0.00,1,35.89,8.83,0.5000
412674,10.16,0.78,14.51,8,14.54,185,0.38,1896,0.00,36.00,95,7,0.00,15,7.69,12.76,9.41,14.50,0.00,1,36.07,9.25,0.5000
412776,10.16,0.78,14.51,8,14.54,185,0.39,1900,0.00,36.50,95,7,0.00,15,7.98,13.25,10.20,14.30,0.00,1,36.67,9.69,0.5000
412878,10.16,0.78,14.51,8,14.56,185,0.41,1926,0.00,37.00,95,8,0.00,15,8.13,13.79,10.20,14.50,0.00,1,37.36,9.98,0.5000
412980,10.16,0.78,14.51,8,14.56,185,0.42,1921,0.00,37.50,95,8,0.00,15,8.42,13.94,10.59,14.40,0.00,1,38.36,10.28,0.5000
413082,9.38,0.78,14.51,8,14.57,185,0.43,1930,0.00,38.50,95,8,0.00,15,8.56,14.32,10.98,14.40,0.00,1,38.84,10.28,0.5000
413184,8.59,0.78,14.51,8,14.57,185,0.43,1954,0.00,38.50,95,8,0.00,15,8.56,14.32,10.98,14.40,0.00,1,38.92,10.28,0.5000
413286,7.03,0.78,14.51,8,14.57,185,0.44,1957,0.00,39.00,95,9,0.00,15,8.56,14.17,10.98,14.20,0.00,1,39.00,10.28,0.5000
413388,6.25,0.78,14.51,8,14.57,185,0.44,1942,0.00,39.00,95,9,0.00,15,8.71,14.53,10.98,14.20,0.00,1,39.34,10.28,0.5000
413490,4.69,0.78,14.51,8,14.57,185,0.44,1961,0.00,39.00,95,9,0.00,15,8.71,14.23,10.98,14.10,0.00,1,39.16,10.28,0.5000
413592,3.91,0.78,14.51,8,14.57,185,0.44,1962,0.00,39.00,95,10,0.00,15,8.71,14.46,10.98,14.10,0.00,1,39.29,10.28,0.5000
413694,3.12,0.78,14.51,8,14.57,185,0.44,1951,0.00,39.00,95,10,0.00,15,8.71,14.68,10.98,14.20,0.00,1,39.48,10.27,0.5000
413797,3.12,0.78,14.51,8,14.57,185,0.44,1970,0.00,39.50,95,10,0.00,15,8.71,14.45,10.98,14.20,0.00,1,39.37,10.28,0.5000
413898,2.34,0.78,14.51,8,14.57,185,0.44,1973,0.00,39.00,95,11,0.00,15,8.71,14.15,10.98,14.20,0.00,1,39.30,10.28,0.5000
414000,1.56,0.78,14.51,8,14.57,185,0.44,1954,0.00,39.00,95,11,0.00,15,8.56,14.45,10.98,14.30,0.00,1,39.40,10.28,0.5000
414102,1.56,0.78,14.51,8,14.57,185,0.44,1972,0.00,39.00,95,11,0.00,15,8.56,14.16,10.98,14.30,0.00,1,39.19,10.28,0.5000
414204,1.56,0.78,14.51,8,14.57,185,0.44,1972,0.00,39.00,95,12,0.00,15,8.71,14.38,10.98,14.40,0.00,1,39.32,10.28,0.5000
414306,2.34,0.78,14.51,8,14.57,185,0.44,1962,0.00,39.50,95,12,0.00,15,8.71,14.61,10.98,14.50,0.00,1,39.51,10.28,0.5000
414408,2.34,0.78,14.51,8,14.57,185,0.44,1983,0.00,39.00,95,12,0.00,15,8.56,13.31,10.98,14.50,0.00,1,39.21,9.41,0.5000
414511,1.56,0.78,14.51,8,14.56,185,0.42,1976,0.00,38.00,95,13,0.00,15,7.69,9.49,7.84,14.60,0.00,1,37.06,7.23,0.5000
414612,0.00,0.00,14.51,8,14.56,185,0.35,1915,0.00,33.00,95,13,0.00,15,6.67,8.37,6.67,14.50,0.00,1,31.94,5.92,0.5000
414715,-0.78,0.00,14.51,8,14.55,185,0.30,1872,0.00,30.00,95,14,0.00,15,6.09,8.05,5.88,14.20,0.00,1,28.92,5.77,0.5000
414816,-2.34,0.00,14.51,8,14.56,185,0.28,1866,0.00,27.00,95,14,0.00,15,5.66,7.83,5.88,13.80,0.00,1,26.65,5.63,0.5000
414918,0.00,0.00,14.51,8,14.56,185,0.26,1833,0.00,25.50,95,14,0.00,15,5.37,7.65,5.88,13.70,0.00,1,25.09,5.63,0.5000
415020,0.00,0.00,14.51,10,14.57,185,0.26,1788,0.00,24.00,95,15,0.00,15,5.22,7.52,5.88,13.60,0.00,1,23.29,5.63,0.5000
415123,0.00,0.00,14.51,10,14.57,185,0.26,1753,0.00,23.00,95,15,0.00,15,5.22,7.47,5.88,13.70,0.00,1,22.71,5.63,0.5000
415224,0.00,0.00,14.51,10,14.57,185,0.26,1739,0.00,22.50,95,15,0.00,15,5.22,7.28,5.88,12.80,0.00,1,22.50,5.48,0.5000
415326,0.00,0.00,14.51,10,14.57,185,0.26,1679,0.00,21.50,95,16,0.00,15,5.22,7.18,5.88,12.80,0.00,1,21.12,5.48,0.5000
415429,0.00,0.00,14.51,10,14.57,185,0.26,1611,0.00,20.50,95,16,0.00,15,5.37,7.13,5.49,16.80,0.00,1,20.39,5.33,0.5000
415531,0.00,0.00,14.51,10,14.58,185,0.26,1567,0.00,20.00,95,17,0.00,15,5.51,6.99,5.49,20.30,0.00,1,19.80,5.19,0.5000
415633,0.00,0.00,14.51,10,14.58,185,0.27,1555,0.00,19.50,95,17,0.00,15,5.51,6.89,5.49,26.00,0.00,1,19.42,5.19,0.5000
415734,0.00,0.00,14.51,10,14.58,185,0.27,1525,0.00,19.50,95,17,0.00,15,5.66,6.89,5.49,32.60,0.00,1,19.41,5.04,0.5000
415836,0.00,0.00,14.51,10,14.58,185,0.27,1528,0.00,19.50,95,17,0.00,15,5.66,6.69,5.49,46.00,0.00,1,19.15,5.04,0.5000
415939,0.00,0.00,14.51,10,14.58,185,0.27,1516,0.00,19.00,95,17,0.00,15,5.66,6.60,5.49,64.50,0.00,1,19.19,5.04,0.5000
416041,0.00,0.00,14.51,10,14.58,185,0.26,1495,0.00,19.00,95,17,0.00,15,5.66,6.25,5.49,78.30,0.00,1,18.97,5.04,0.5000
416142,0.00,0.00,14.51,10,14.58,185,0.26,1497,0.00,19.00,95,18,0.00,15,5.80,6.55,5.49,89.20,0.00,1,18.84,5.04,0.5000
416245,0.00,0.00,14.51,10,14.58,185,0.26,1475,0.00,19.00,95,18,0.00,15,5.80,6.65,5.49,96.00,0.00,1,18.87,5.04,0.5000
416347,0.00,0.00,14.51,10,14.58,185,0.27,1476,0.00,18.50,95,18,0.00,15,5.80,6.55,5.49,96.00,0.00,1,18.63,5.05,0.5000
416449,0.00,0.00,14.51,10,14.58,185,0.27,1454,0.00,18.50,95,18,0.00,15,5.80,6.30,5.10,96.00,0.00,1,18.65,4.90,0.5000
416551,0.00,0.00,14.51,10,14.59,185,0.27,1456,0.00,18.50,95,18,0.00,15,5.80,6.50,5.10,96.00,0.00,1,18.41,4.90,0.5000
416653,0.00,0.00,14.51,10,14.59,185,0.27,1434,0.00,18.50,95,19,0.00,15,5.95,6.25,5.10,99.90,0.00,1,18.33,5.05,0.5000
416755,0.00,0.00,14.51,10,14.59,185,0.27,1436,0.00,18.00,95,19,0.00,15,5.95,6.50,5.10,96.00,0.00,1,18.35,4.90,0.5000
416857,0.00,0.00,14.51,10,14.59,185,0.27,1426,0.00,18.00,95,19,0.00,15,5.95,6.40,5.10,99.90,0.00,1,18.11,5.05,0.5000
416959,0.00,0.00,14.51,10,14.59,185,0.27,1404,0.00,18.00,95,19,0.00,15,5.95,6.45,5.10,99.90,0.00,1,18.12,4.90,0.5000
417061,0.00,0.00,14.51,10,14.59,185,0.27,1405,0.00,18.00,95,19,0.00,15,5.95,6.35,5.10,99.90,0.00,1,17.92,4.90,0.5000
417163,0.00,0.00,14.51,10,14.59,185,0.27,1382,0.00,18.00,95,19,0.00,15,6.09,6.30,5.10,99.90,0.00,1,17.87,4.90,0.5000
417265,0.00,0.00,14.51,10,14.59,185,0.27,1374,0.00,18.00,95,19,0.00,15,6.09,6.01,5.10,99.90,0.00,1,17.88,4.90,0.5000
417367,0.00,0.00,14.51,10,14.59,185,0.27,1376,0.00,18.00,95,19,0.00,15,6.09,6.21,5.10,99.90,0.00,1,17.78,4.76,0.5000
417469,0.00,0.00,14.51,10,14.59,185,0.27,1354,0.00,18.00,95,19,0.00,15,6.09,6.16,5.10,99.90,0.00,1,17.73,4.75,0.5000
417571,0.00,0.00,14.51,10,14.59,185,0.27,1345,0.00,17.50,95,20,0.00,15,6.09,6.25,5.10,99.90,0.00,1,17.72,4.75,0.5000
417672,0.00,0.00,14.51,10,14.59,185,0.27,1343,0.00,17.50,95,20,0.00,15,6.09,6.11,5.10,99.90,0.00,1,17.59,4.75,0.5000
417775,0.00,0.00,14.51,10,14.59,185,0.27,1331,0.00,17.50,95,20,0.00,15,6.24,6.01,5.10,99.90,0.00,1,17.53,4.75,0.5000
417877,0.00,0.00,14.51,10,14.60,185,0.27,1306,0.00,17.50,95,20,0.00,15,6.24,6.11,5.10,99.90,0.00,1,18.35,4.75,0.5000
417979,0.00,0.00,14.51,10,14.60,185,0.28,1302,0.00,19.50,95,20,0.00,15,6.24,6.21,5.10,99.90,0.00,1,20.74,4.90,0.5000
418081,0.00,0.00,14.51,10,14.59,185,0.28,1427,0.00,23.00,95,19,0.00,15,7.40,11.10,8.63,99.90,0.00,1,25.91,10.49,0.5000
418183,0.00,0.78,14.51,10,14.57,185,0.36,1669,0.00,30.00,95,19,0.00,15,9.00,14.13,12.16,99.90,0.00,1,32.30,11.88,0.5000
418286,0.00,0.78,14.51,10,14.57,185,0.42,1805,0.00,36.00,95,18,0.00,15,9.58,15.00,12.55,61.00,0.00,1,37.20,12.02,0.5000
418387,0.00,0.78,14.51,10,14.57,185,0.46,1844,0.00,38.50,95,16,0.00,15,9.72,15.07,12.94,17.20,0.00,1,39.36,12.16,0.5000
418489,0.00,0.78,14.51,10,14.57,185,0.48,1837,0.00,39.50,95,13,0.00,15,9.87,15.58,12.94,17.00,0.00,1,40.22,12.31,0.5000
418591,0.00,0.78,14.51,10,14.57,185,0.49,1846,0.00,40.00,95,10,0.00,15,9.87,16.08,12.94,16.90,0.00,1,40.86,12.60,0.5000
418693,0.00,0.78,14.51,10,14.58,185,0.51,1855,0.00,41.00,95,6,0.00,15,10.16,16.57,13.73,17.10,0.00,1,42.07,13.04,0.5000
418795,0.00,0.78,14.51,10,14.58,185,0.52,1856,0.00,42.00,95,5,0.00,15,10.16,16.57,13.73,16.70,0.00,1,42.61,13.04,0.5000
418897,3.91,0.78,14.51,8,14.58,185,0.53,1865,0.00,42.00,95,3,0.00,15,10.30,17.28,13.73,16.40,0.00,1,43.05,13.47,0.5000
418999,5.47,0.78,14.51,8,14.58,187,0.54,1871,0.00,43.00,95,2,0.00,15,10.59,18.17,14.51,15.90,0.00,1,44.00,13.91,0.5000
419101,7.81,0.78,14.51,8,14.58,187,0.56,1901,0.00,43.00,95,1,0.00,15,10.74,18.01,14.90,15.80,0.00,1,43.57,14.34,0.5000
