Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
122716,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.02,14.80
122791,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,711,0.5000,3.02,14.80
122866,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,708,0.5000,3.00,14.80
122941,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.02,14.90
123016,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,3.02,14.80
123091,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,709,0.5000,3.00,14.80
123166,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,3.02,14.80
123241,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,703,0.5000,3.00,14.80
123316,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,3.00,14.70
123391,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,719,0.5000,3.02,14.70
123466,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,725,0.5000,3.00,14.70
123541,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,725,0.5000,3.00,14.70
123616,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,723,0.5000,3.00,14.60
123691,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.02,14.70
123766,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,714,0.5000,3.02,14.70
123841,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,704,0.5000,3.02,14.60
123916,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,3.00,14.70
123991,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.02,14.60
124066,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,699,0.5000,3.02,14.60
124141,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.02,14.60
124216,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.02,14.60
124291,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,698,0.5000,2.98,14.60
124366,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,710,0.5000,2.98,14.60
124441,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.00,14.60
124516,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,685,0.5000,3.02,14.60
124591,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,192,686,0.5000,3.02,14.70
124666,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.00,14.70
124741,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,705,0.5000,2.98,14.70
124816,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,707,0.5000,2.98,14.70
124891,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.70
124966,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,705,0.5000,2.98,14.70
125041,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,713,0.5000,2.98,14.70
125116,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,707,0.5000,2.98,14.70
125191,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.70
125266,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,2.98,14.70
125341,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,2.98,14.80
125416,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,691,0.5000,2.98,14.70
125491,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,693,0.5000,2.98,14.70
125566,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,686,0.5000,3.00,14.70
125642,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,680,0.5000,2.98,14.70
125716,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,689,0.5000,2.98,14.70
125791,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,694,0.5000,2.98,14.70
125866,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,2.98,14.70
125942,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,695,0.5000,2.98,14.70
126017,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,696,0.5000,2.98,14.80
126091,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,695,0.5000,2.98,14.80
126167,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,695,0.5000,2.98,14.80
126241,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,699,0.5000,2.98,14.80
126316,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,697,0.5000,2.98,14.80
126391,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,2.98,14.80
126466,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,696,0.5000,2.98,14.80
126541,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,705,0.5000,2.98,14.80
126616,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,192,717,0.5000,2.98,14.80
126692,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,2.98,14.80
126766,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,713,0.5000,2.98,14.80
126842,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,714,0.5000,2.98,14.80
126917,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,714,0.5000,3.00,14.80
126992,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,192,722,0.5000,2.98,14.80
127066,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,724,0.5000,2.98,14.80
127141,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,711,0.5000,2.98,14.80
127217,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,721,0.5000,3.00,14.90
127291,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.02,14.80
127367,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,715,0.5000,3.00,14.80
127442,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.00,14.70
127517,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,2.98,14.80
127591,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,713,0.5000,2.98,14.80
127667,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,699,0.5000,3.00,14.80
127741,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.00,14.80
127817,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,3.00,14.90
127892,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,2.98,14.80
127966,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,3.00,14.80
128042,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,687,0.5000,3.00,14.80
128116,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,2.98,14.80
128194,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,2.98,14.80
128267,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,694,0.5000,2.98,14.80
128342,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,695,0.5000,2.98,14.70
128417,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,691,0.5000,3.00,14.80
128492,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,684,0.5000,2.98,14.80
128567,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.80
128642,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,701,0.5000,2.98,14.80
128717,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,2.98,14.70
128792,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,718,0.5000,2.98,14.90
128867,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,2.98,14.90
128941,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,724,0.5000,2.98,14.80
129017,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,715,0.5000,2.98,14.70
129092,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,718,0.5000,3.00,14.80
129167,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.02,14.80
129242,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,713,0.5000,3.00,14.80
129317,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,712,0.5000,3.00,14.70
129392,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,711,0.5000,3.00,14.80
129467,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.00,14.80
129541,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,724,0.5000,3.00,14.80
129616,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,3.00,14.80
129692,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,713,0.5000,3.02,14.80
129767,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.02,14.80
129842,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.02,14.80
129917,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,3.00,14.70
129992,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.02,14.70
130067,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,708,0.5000,3.02,14.70
130142,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,701,0.5000,3.02,14.80
130216,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,685,0.5000,3.02,14.70
130292,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,696,0.5000,3.02,14.80
130367,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,3.00,14.80
130442,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,192,709,0.5000,3.00,14.80
130517,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,2.98,14.90
130591,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,685,0.5000,2.98,14.80
130667,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,2.98,14.80
130742,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,704,0.5000,2.98,14.80
130817,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,3.00,14.80
130892,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,2.98,14.80
130967,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,2.98,14.80
131042,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,2.98,14.80
131117,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,722,0.5000,2.98,14.70
131192,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,720,0.5000,2.98,14.70
131267,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,730,0.5000,3.00,14.70
131342,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,732,0.5000,3.00,14.80
131418,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,723,0.5000,2.98,14.70
131492,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,3.02,14.80
131567,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,726,0.5000,3.00,14.80
131642,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,726,0.5000,3.02,15.00
131717,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,723,0.5000,3.02,14.80
131792,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,714,0.5000,3.02,14.70
131867,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,3.02,14.70
131942,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,3.02,14.70
132017,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,692,0.5000,3.02,14.80
132092,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,690,0.5000,3.00,14.80
132167,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,686,0.5000,3.02,14.80
132242,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,676,0.5000,3.00,14.80
132317,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,680,0.5000,2.98,14.90
132392,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,674,0.5000,2.98,14.70
132467,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,676,0.5000,2.98,14.70
132542,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,677,0.5000,2.98,14.80
132617,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,678,0.5000,2.98,14.70
132692,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,693,0.5000,2.98,14.70
132767,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,685,0.5000,2.98,14.70
132842,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,694,0.5000,2.98,14.80
132916,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,691,0.5000,2.98,14.80
132992,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.80
133067,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,2.98,14.80
133142,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,700,0.5000,2.98,14.70
133217,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,2.98,14.90
133292,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,2.98,14.70
133367,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,192,719,0.5000,2.98,14.70
133442,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,725,0.5000,2.98,14.80
133517,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,722,0.5000,2.98,14.80
133592,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,715,0.5000,3.00,14.80
133667,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,2.98,14.80
133742,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,715,0.5000,3.00,14.80
133817,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,2.98,14.80
133892,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.02,14.80
133967,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,696,0.5000,3.02,14.80
134042,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,700,0.5000,3.02,14.70
134117,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.80
134193,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,717,0.5000,3.00,14.80
134267,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,711,0.5000,3.00,14.80
134342,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.02,14.80
134417,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,718,0.5000,3.02,14.80
134492,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.00,14.70
134567,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,722,0.5000,3.00,14.70
134642,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.00,14.80
134717,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,192,713,0.5000,3.02,14.80
134792,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,716,0.5000,3.00,14.90
134867,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,724,0.5000,3.00,14.90
134942,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,3.00,14.80
135017,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,720,0.5000,3.02,14.80
135092,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,724,0.5000,3.02,14.80
135167,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,192,729,0.5000,3.00,14.80
135242,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,727,0.5000,3.02,14.90
135317,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,707,0.5000,3.02,14.70
135393,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,713,0.5000,3.02,14.80
135467,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,3.02,14.80
135542,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,718,0.5000,3.02,15.00
135617,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,715,0.5000,2.98,14.80
135692,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.00,14.80
135767,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,709,0.5000,3.00,14.80
135842,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,703,0.5000,3.02,14.80
135918,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,689,0.5000,3.02,14.70
135992,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,692,0.5000,3.02,14.80
136067,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,697,0.5000,3.00,14.80
136143,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,694,0.5000,3.00,14.70
136217,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,688,0.5000,3.02,14.70
136293,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,693,0.5000,3.00,14.70
136367,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,691,0.5000,2.98,14.70
136442,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,686,0.5000,3.00,14.70
136517,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,690,0.5000,2.98,14.70
136592,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,695,0.5000,2.98,14.70
136667,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,698,0.5000,2.98,14.70
136743,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.00,14.70
136817,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,712,0.5000,2.98,14.70
136892,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,2.98,14.80
136968,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,2.98,14.80
137042,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,726,0.5000,2.98,14.80
137117,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,2.98,14.70
137192,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,702,0.5000,3.00,14.70
137267,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,709,0.5000,3.00,14.70
137342,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,705,0.5000,2.98,14.70
137417,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,2.98,14.70
137493,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,726,0.5000,3.00,14.70
137567,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,721,0.5000,2.98,14.70
137642,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,716,0.5000,3.00,14.70
137718,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,724,0.5000,3.00,14.70
137792,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,714,0.5000,3.00,14.80
137868,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,3.00,14.80
137942,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,3.00,14.70
138018,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,707,0.5000,3.00,14.80
138093,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.00,14.80
138168,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,702,0.5000,2.98,14.80
138242,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.00,15.00
138318,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,714,0.5000,3.00,14.80
138393,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,3.00,14.80
138468,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,2.98,14.80
138543,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.02,14.90
138618,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,3.02,14.80
138693,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,3.02,14.90
138768,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,3.02,14.90
138843,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.02,14.80
138918,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,721,0.5000,3.00,14.80
138992,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,3.00,14.80
139068,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,703,0.5000,3.02,14.80
139143,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.02,15.00
139218,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,712,0.5000,3.00,14.80
139293,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,717,0.5000,3.02,14.70
139368,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,3.02,14.70
139443,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,731,0.5000,3.00,14.80
139518,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,724,0.5000,3.00,14.70
139593,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,727,0.5000,3.00,14.80
139668,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,732,0.5000,3.02,14.80
139743,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,726,0.5000,3.02,14.70
139818,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,722,0.5000,3.02,14.70
139893,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,3.02,14.70
139968,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,715,0.5000,3.02,14.70
140043,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,707,0.5000,3.02,14.70
140118,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,3.02,14.60
140192,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,3.02,14.70
140268,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,3.02,14.70
140343,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,703,0.5000,3.02,14.70
140417,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,705,0.5000,3.02,14.70
140493,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,700,0.5000,3.02,14.70
140568,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,696,0.5000,3.00,14.70
140643,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,691,0.5000,3.00,14.70
140718,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,685,0.5000,3.00,14.70
140793,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,699,0.5000,3.00,14.70
140868,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,699,0.5000,2.98,14.70
140942,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,2.98,14.70
141019,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,690,0.5000,2.98,14.80
141093,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,684,0.5000,2.98,14.70
141168,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,688,0.5000,2.98,14.70
141243,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,673,0.5000,2.98,14.70
141318,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,686,0.5000,2.98,14.70
141393,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,695,0.5000,2.98,14.70
141468,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,698,0.5000,2.98,14.70
141543,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,2.98,14.70
141618,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.70
141693,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,710,0.5000,2.98,14.70
141768,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,697,0.5000,2.98,14.70
141843,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,711,0.5000,2.98,14.70
141919,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,2.98,14.80
141993,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,721,0.5000,2.98,14.80
142068,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,712,0.5000,2.98,14.80
142143,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,715,0.5000,2.98,14.80
142218,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,707,0.5000,2.98,14.80
142293,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,697,0.5000,2.98,14.80
142368,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,2.98,14.80
142443,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,708,0.5000,2.98,14.70
142518,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,2.98,14.80
142593,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,717,0.5000,2.98,14.80
142668,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,720,0.5000,2.98,14.80
142743,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,715,0.5000,3.00,15.00
142818,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,710,0.5000,2.98,14.80
142893,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,2.98,14.80
142968,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,2.98,14.80
143043,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,715,0.5000,2.98,14.70
